placeId,name,wfc,me_time,date,family,group_study,topPurposes,detectedFacilities,reviewCount
ChIJheBi2anDaC4RvGXBDvwW6wM,Relasi Kopi Cibiru,100,100,90,100,68,wfc|me_time|family|date|group_study,wifi|mushola|parking|outdoor_area,1274
ChIJ_c8_cizdaC4RRpu0fBnLQNE,Rest Area Palalangon Cafe,68,90,0,100,90,family|me_time|group_study|wfc,wifi|quiet_atmosphere,207
ChIJOSt_seDDaC4RNfdGrGPXKh0,RG 8 Coffee & Eatery,0,68,0,0,0,me_time,,38
ChIJIbQ3qgLpaC4RHB3TUQyvcrM,Rief c jabrix,0,0,0,0,0,,,9
ChIJBeJOKjXdaC4R6r49m_TMYe8,Ringo cafe,0,100,90,0,0,me_time|date,quiet_atmosphere,274
ChIJRQAadH7DaC4R_Nfadhra7h0,Risalah Coffee,90,100,100,100,90,me_time|date|family|wfc|group_study,quiet_atmosphere,529
ChIJJy4ZfADDaC4RvHMuo4Ops3k,Roasting coffee,0,0,0,0,0,,,7
ChIJ8YLomBnoaC4RnY5wGH7kJNM,Rock Star Music Cafe,0,100,100,90,100,me_time|date|group_study|family,parking|quiet_atmosphere,419
ChIJm5W5_eTnaC4R7qd1VO_T1jk,Roempi Coffee Gerlong,100,68,68,0,68,wfc|me_time|date|group_study,wifi|power_outlet|parking|quiet_atmosphere|outdoor_area,732
ChIJH_hcGo7naC4RvTT4kiwb4ts,Roempi Coffee Rancasawo,68,0,90,68,0,date|wfc|family,,438
ChIJQzwYMyLnaC4RDF-Jp8xu4SY,Roempi Coffee Siliwangi,90,90,90,100,100,family|group_study|wfc|me_time|date,power_outlet|outdoor_area,644
ChIJCVjCDKjdaC4RtdVk7J0iiqE,Roempi Coffee Ujung Berung,90,100,68,0,90,me_time|wfc|group_study|date,power_outlet|quiet_atmosphere|outdoor_area,789
ChIJU5DYDEjmaC4R0H1Ddoej98c,Roger's Cafe & Lounge,68,68,0,0,80,group_study|wfc|me_time,parking,401
ChIJIYLjZKjnaC4RZISgJf7WPhs,Room MLG Coffee,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|mushola|quiet_atmosphere,1946
ChIJ-RWr8jXnaC4RTT2b54adVLg,ROTASI SPORT CAFE,0,68,0,0,0,me_time,quiet_atmosphere,21
ChIJqau4-HLDaC4Rftjeu11C9Yo,Ruang Cafe,90,0,0,90,100,group_study|wfc|family,,139
ChIJ8TMm7_ndaC4RxWw3RIU7tyc,Rumah cafe,0,0,0,0,0,,,1
ChIJg6LDVjDoaC4R5wM01CxbD88,Rumah Kopi Coffee.Inc,0,100,68,100,90,me_time|family|group_study|date,parking|quiet_atmosphere,366
ChIJKzgvTQDDaC4R_WKLLmz1j-c,Rumah Ustadz H. Muhammad Buron,0,0,0,0,0,,,1
ChIJSd32SVrpaC4Rg8pVkYLgNbQ,Rush Lush Resto & Cafe,90,100,100,100,100,me_time|date|family|group_study|wfc,mushola|parking|quiet_atmosphere|kid_friendly,1072
ChIJ-dorcADDaC4RE2-T-wuJLNo,S'four Cafe Cipamokolan,0,68,0,68,100,group_study|me_time|family,,502
ChIJH_yjnt3daC4R8zNz-StT6YA,SAFIRA CAFE,0,0,68,0,0,date,parking,193
ChIJwXKcYzTmaC4RJ2lSizv7AEM,Saga Cafe & Mart,68,68,0,0,0,wfc|me_time,wifi|quiet_atmosphere,93
ChIJxXVBtHjpaC4REpTQz0owa8o,SAL's Coffee,0,0,0,0,0,,outdoor_area,117
ChIJe3eC3B_naC4Rf1y3F57JJQc,Samson Coffee Garage,0,0,68,90,0,family|date,,71
ChIJf-WDPADdaC4RZb4XyzOkW3Q,Sandis Cafe,0,0,0,0,0,,,1
ChIJT9yFRf7naC4RufZXpxEkAuU,Sari Bundo - Rumah Makan Padang & Cafe,0,0,68,100,0,family|date,parking,950
ChIJUa_61m7daC4RjtF_tucMQ2M,Satu Delapan Delapan Cafe,0,0,0,0,90,group_study,,14
ChIJp1aUQsTmaC4Ru3VzjxopnK8,Saung Rengganis Cafe & Catering,90,100,100,100,100,me_time|date|family|group_study|wfc,parking|quiet_atmosphere,623
ChIJUbx0FADnaC4RLH8i4-dYvPQ,Savor,0,0,0,100,0,family,parking|kid_friendly,109
ChIJbzCFWcnnaC4RRth19uhy0Lc,Sawanni coffee,0,0,0,0,68,group_study,,76
ChIJRSO9ewDdaC4R4gELiel3CgI,Seblak teh nden cafe cafean ..cafe nyumput,0,0,0,0,0,,,4
ChIJNdeDuZ3DaC4RZYkKU42bMC8,Seimbang Cafe & Coffee,0,0,0,0,0,,,85
ChIJPd0TGrjdaC4RYn5m90fb_a4,Sej Coffee Pickup Point,0,0,0,0,0,,,73
ChIJg02zX6XpaC4RPkQyqjF3Scs,Sekawan Kopi & Space,0,100,100,100,100,me_time|date|family|group_study,quiet_atmosphere|outdoor_area,893
ChIJr87B7hroaC4Re7paDGSWw4I,Selaras Cafe,68,0,0,0,68,wfc|group_study,,19
ChIJ44GC7-XDaC4RZsTNKrblAbc,Senja coffee,0,0,0,68,0,family,,9
ChIJDbN4ewDnaC4RVTEAUdwL5Z4,Senyaman Coffee & Cafe,100,100,100,100,100,wfc|me_time|date|family|group_study,power_outlet|mushola|parking|quiet_atmosphere,1248
ChIJbwU2t2fdaC4RtF-vI2sPdtg,Setter Coffee,0,100,68,90,68,me_time|family|date|group_study,parking,369
ChIJC4sapbndaC4Rd_GbGOVdQ0A,Seven AM Art & Design Studio,0,0,0,0,90,group_study,,73
ChIJNT0-OQ_DaC4R5dXZNc7oEuU,Seventeen coffee shop,0,0,0,68,0,family,,22
ChIJgVteRZ_naC4RFkrL6i5B-6c,Shankara Coffee,0,0,0,0,0,,,1
ChIJRQrfLpHdaC4RCt2oInUNOow,Sideway Coffee and Creative Space,100,100,68,100,90,wfc|me_time|family|group_study|date,wifi|power_outlet|parking,704
ChIJ0Ukf1iHnaC4RW4lEe4myzI8,Sierra Cafe & Lounge,0,100,100,100,68,me_time|date|family|group_study,parking|quiet_atmosphere,1169
ChIJZT3nLR7daC4Rk-c8rRwTNv4,Siklus Coffee,0,90,90,0,68,me_time|date|group_study,,94
ChIJTcyJvAvnaC4RzvaT0NOHyQg,Sincere Cafe - Paskal,0,90,100,0,0,date|me_time,parking|quiet_atmosphere,762
ChIJ_TaPxwrDaC4RYfbkWW62Xgo,SINERGI Coffee & Co Working Space,100,0,68,0,0,wfc|date,power_outlet,126
ChIJCQc0uprnaC4R1_7b5Nx8cN8,Smooth Cafe,0,0,0,0,0,,,1
ChIJawtYCDXmaC4RVol2ECy4yRY,Sonoma Cafe|Resto (Sonoma Gold),0,100,100,100,100,me_time|date|family|group_study,quiet_atmosphere,935
ChIJbVVXMwDdaC4RO0cu5-OXc_U,Sora Car Wash & Cafe,90,0,90,100,0,family|wfc|date,mushola,2011
ChIJXUM-ecTDaC4R-pdMVDXTR4M,Sora Coffee,68,90,90,68,0,me_time|date|wfc|family,parking,369
ChIJb9H21ynDaC4ROvTRd6upvhk,Spesies Coffee,0,0,68,0,68,date|group_study,mushola,392
ChIJy8Iot5vDaC4Rb6RlhVUcfT0,Spesies Coffee Manisi,0,0,0,0,0,,,3
ChIJ-YFJ2DbnaC4R36hLHt6xdcc,Spot 225° Cafe,68,90,100,100,0,date|family|me_time|wfc,parking|quiet_atmosphere|large_tables|outdoor_area,655
ChIJVVVVJVnmaC4RG8JaOjv6os4,Starbucks Coffee - Ciwalk Bandung,100,100,0,100,100,wfc|me_time|family|group_study,power_outlet|quiet_atmosphere|outdoor_area,1185
ChIJzedDFFLmaC4Ri_c-D0UYUJQ,Starbucks Coffee Dipati Ukur,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|quiet_atmosphere|large_tables|outdoor_area,827
ChIJ2UfYdADDaC4R1plrftgIurY,Starlight Cafe & Blessing Studio,0,0,0,0,0,,,2
ChIJI60_iTblaC4RCnKykfWWPIE,STARLITE CAFE BANDUNG,0,0,0,0,0,,,6
ChIJ2xyLsxTnaC4RXpS9VahrA04,Steak & Coffee SML Cafe,0,0,0,0,0,,parking,33
ChIJbVwDe8fDaC4RUoAI4-Ykc6U,StrawHat Integrated Green Farming & Boutique Inn,68,100,90,100,100,me_time|family|group_study|date|wfc,quiet_atmosphere|kid_friendly,894
ChIJjbNp_U3maC4RdZ1VJX8-Lbs,Stream Coffee Express,100,90,68,68,100,wfc|group_study|me_time|date|family,wifi|parking,1460
ChIJRyb4pn7naC4RFsXVO6vn0P0,"Suardi Media Property Murah, Cimenyan",0,0,0,0,0,,,4
ChIJu2-8D9rnaC4RFjBtGZ75188,Succa Coffee,0,68,68,0,0,me_time|date,,144
ChIJ-4gs5hTdaC4RcJPEHNS_ikY,Suka Sangrai Coffee Roaster,0,0,0,0,0,,,63
ChIJVeRoL8LdaC4R-BnRjFlftC8,Sunrai Coffe,0,90,100,0,0,date|me_time,quiet_atmosphere,98
ChIJ1R6sN8rDaC4RRigb242wfkc,Surabi Kedoel x Kedoel Coffee,100,68,100,100,100,wfc|date|family|group_study|me_time,wifi|power_outlet|mushola|quiet_atmosphere|outdoor_area,590
ChIJPelEIxLpaC4Ro_hCl5Carl0,Surjoy Coffee,100,100,68,90,100,wfc|me_time|group_study|family|date,parking|quiet_atmosphere|outdoor_area,820
ChIJqf4oPe7naC4Rsp59sFq1c0E,SWEET LIGHT CAFE PUNCLUT,0,68,0,0,0,me_time,quiet_atmosphere,16
ChIJQ8I-awDdaC4Re2C_E4U8ogo,TANDOM 23 COFFEE,0,100,90,0,0,me_time|date,outdoor_area,602
ChIJ2S0LtzHmaC4R21p7iP3Gajs,Taruma Kafe,0,0,0,0,0,,parking,175
ChIJqyyw_crnaC4RFM22njSI1Gc,Ten To Ten Cafe Mangga,0,68,0,100,90,family|group_study|me_time,parking|quiet_atmosphere,676
ChIJaarCGhndaC4R-qB69oGdfH8,Tepi Kota Cafe,0,0,68,90,0,family|date,,215
ChIJ4-Epj2_daC4RrjXzu7JUFXQ,Tequila cafe,0,0,0,0,0,,,1
ChIJ9TlcZRTnaC4REXd2bYsl3bs,Teras Cafe,68,100,100,90,90,me_time|date|family|group_study|wfc,mushola|parking|quiet_atmosphere|outdoor_area,954
ChIJP95h8_HdaC4RhI8ERjMLbm8,Teras Kayumanis,68,100,100,100,100,me_time|date|family|group_study|wfc,power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1325
ChIJTwrk44TdaC4RieyoCYX3qHQ,Teras Sore Cafe,90,100,100,100,100,me_time|date|family|group_study|wfc,quiet_atmosphere,356
ChIJw9KuhYzmaC4RqQKy5VVuqnU,Teratai Restaurant & Coffee Shop,0,100,68,68,0,me_time|date|family,,253
ChIJ14vDaVvpaC4RIjWoizMrVGU,Thafsir Coffee,0,0,0,0,0,,,3
ChIJ2ULNBzjmaC4R0CVQIjdyQXw,The Airplane Cafe,0,0,0,0,0,,,8
ChIJVbwO0tfCaC4RjDju755mRmQ,The Coffee Bean & Tea Leaf (Transmart Carrefour Cipadung),100,68,68,0,68,wfc|me_time|date|group_study,outdoor_area,498
ChIJf4dAHz3naC4Rf87K0WSk2tw,The KORA Coffee,0,68,0,0,0,me_time,,43
ChIJdQzPUOLDaC4RW34CvAXWiII,The People's Cafe - Summarecon Mall Bandung,68,100,90,100,68,me_time|family|date|wfc|group_study,quiet_atmosphere|outdoor_area,1058
ChIJx9LJWGDmaC4RQPXDCpGyttQ,The People's Cafe Paris Van Java,0,100,100,100,90,me_time|date|family|group_study,parking|outdoor_area,1355
ChIJje1L0XvdaC4RkiBVyjV23qg,The Warung Kopi By MG,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|mushola|parking|large_tables|outdoor_area,2906
ChIJQQ5XvbDdaC4RT6qCWBkcRto,Tike Coffee,90,0,0,0,0,wfc,wifi|parking|outdoor_area,522
ChIJmSeofTLnaC4RCUIgzO7_0TM,Titik Tujuan coffee,0,0,0,0,0,,,80
ChIJKXN2JjLnaC4RaGPNZdR3lz8,Tjikopi Coffee Shop,0,0,0,90,0,family,parking,11
ChIJkwkgXADpaC4Rxjt_FlpzxH8,Toko Kopi Malabar Roastery House (Roasted Beans) & Kopi Bubuk Bandung,90,90,68,68,68,wfc|me_time|date|family|group_study,,700
ChIJy4KkdwDnaC4Rj5koMVKWVZI,TOMORO COFFEE - Antapani,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1822
ChIJ4_2VcTroaC4RmdELsYlOMyw,Total Kedai Kopi,100,100,68,100,100,wfc|me_time|family|group_study|date,mushola|parking|outdoor_area,816
ChIJ2VLUuz_paC4R_Kl3-l88XOY,Trembesi Coffee Shop,100,100,0,0,68,wfc|me_time|group_study,wifi|power_outlet|parking|outdoor_area,175
ChIJ9UL57GPnaC4RY1xU35UhZ34,Trotoart Cafe & Street Kichen Cisitu,68,68,100,0,0,date|wfc|me_time,wifi,449
ChIJKzCDzAfnaC4RhPmDN1OHwdc,Twenty-One Coffe Shop,0,0,0,0,0,,,2
ChIJP1l4dlLdaC4RJAWx04gDe3w,Twentynine Coffee & Eatery,68,68,90,0,0,date|wfc|me_time,,82
ChIJsc7KKc_daC4RKqlZNshy7dI,TWIN CAFE AND CAKE,0,0,0,0,0,,,1
ChIJnUmn9AnnaC4RZs8lgCbvAug,Twin Sharing Coffee,0,0,0,0,0,,,37
ChIJK8NXHq7daC4RqAfncrISGcQ,Uber Corner - Cafe & Carwash,0,0,90,0,0,date,parking|outdoor_area,366
ChIJ9by5tzrmaC4R5kvKrBesGfg,Uday cafe & resto,0,68,0,0,0,me_time,quiet_atmosphere,184
ChIJd6IhYlLDaC4RA6pbDSXxLXM,Uhuy Cafe,0,0,0,0,0,,,1
ChIJA3hk9W3DaC4RG55pQKxIKzQ,Uhuy Cafe New,0,0,0,0,0,,,1
ChIJt5iaK-ndaC4R_oXnnjBzHkU,UMAN COFFEE SHOP,0,0,0,0,0,,,25
ChIJL4CBUgDDaC4RF9d6JiBBZ04,UPLOAD COFFEE,68,100,90,68,68,me_time|date|wfc|family|group_study,parking|quiet_atmosphere,591
ChIJFxOJGjjmaC4RIKd6A1EqxOE,Upnormal Coffee Roasters BEC,90,100,90,0,0,me_time|wfc|date,quiet_atmosphere,366
ChIJI1yLKcDnaC4RPlNzud7e-BI,V'DA Cafe,0,0,0,0,0,,,1
ChIJ7fuJBBPdaC4RTM2sOplt0yE,Van's Home n Cafe,0,0,0,0,0,,,1
ChIJLVoAkxLpaC4RxbnSvMYSzpA,Vasa Cafe (Coffee & Mabar),0,0,0,0,0,,,34
ChIJ1xj_vh3oaC4RJPBOTjkOCmk,Venus Cafe,68,90,90,90,68,me_time|date|family|wfc|group_study,mushola|parking,926
ChIJb14JOZTCaC4RPxL1Q6JbDIs,Warjon Coffee N Milk Bar,0,68,0,0,68,me_time|group_study,parking,61
ChIJW7ROUQDdaC4RnHn0u3b-6AY,Warkop Abas,0,90,0,0,0,me_time,,89
ChIJNYp0kqHDaC4RKEFetwsKLns,Warkop Mas Ganteng,0,0,0,0,0,,,33
ChIJmWP-mTXDaC4ReRXY35UJ-jM,WARMA cafe,0,0,0,0,0,,,15
ChIJOWpewcfnaC4RfG_rTxaw17w,Warmindo Warung Loder,0,0,0,0,0,,,59
ChIJiwA4cSjDaC4Rk3BIk7dcHIA,Waroeng Bako Coffee (BANDREK KOPI),0,90,90,100,100,family|group_study|me_time|date,parking|outdoor_area,632
ChIJe2wjVzTDaC4R3xD6zhAebx4,Waroenk Cafe Yayang,100,100,0,90,68,wfc|me_time|family|group_study,parking|quiet_atmosphere|outdoor_area,1016
ChIJFYEWkBzoaC4RvooNJthqce0,Warung Kopi Asri,0,0,0,0,0,,,15
ChIJ5TL10XjnaC4RFTtUobexqhw,Warung Kopi Kiwari,68,100,100,90,0,me_time|date|family|wfc,parking|quiet_atmosphere,715
ChIJZbwCFcLDaC4RVEF3cZkDaSk,Warung Sarerea - wifi.id 100Mbps (ssid:pilarnet),68,0,0,0,68,wfc|group_study,wifi,103
ChIJn2ceYwDDaC4RZMEPxqRiZjM,Wawan house,0,0,0,0,0,,,1
ChIJ322luWjpaC4RVMu4WV2Fczc,White Beard Coffee & Roastery,0,0,0,0,0,,,24
ChIJ27d2XDLnaC4RswSDDQKH4eM,Wolsom Coffee - Antapani,0,0,0,0,0,,,190
ChIJhSWIGi_oaC4RtFXbXCQ7j-4,Worden Coffee,0,68,0,0,0,me_time,,60
ChIJxYUivFzDaC4RBVx6uLbVRUQ,Zeta cafe - Grand Cordela Hotel Bandung,0,0,0,0,0,,,16
ChIJ7zBJGzLmaC4R9z6tm6yHfLs,Zie Cafe,0,100,100,0,90,me_time|date|group_study,quiet_atmosphere|outdoor_area,382
ChIJXZ3HWBvDaC4R1MPRCGoZFts,Zyks Coffee,0,100,68,0,68,me_time|date|group_study,,367
