placeId,name,wfc,me_time,date,family,group_study,topPurposes,detectedFacilities,reviewCount
ChIJyfd1-3TFaC4RSpWvNdK8BWQ,.,90,0,68,0,100,group_study|wfc|date,parking,423
ChIJb3hT7KLnaC4RilOEAfY4L2s,"""Cafe Baso""",0,68,0,68,0,me_time|family,,301
ChIJDxlPAizdaC4R2nkDfH168Fo,1210 COFFEE & ROASTERY,68,0,0,0,0,wfc,,300
ChIJNTV8au7naC4RJ2B3ay6ADiw,123 Cafe,0,0,0,0,0,,,2
ChIJzbeCe8XpaC4RxN3wphK2Qio,16th Street Coffee House,0,0,0,0,0,,,2
ChIJuRIIlJXmaC4RYQ89D0dn0ns,18 Hrs Café,0,100,68,0,100,me_time|group_study|date,parking,339
ChIJAUTs5KLpaC4R8Fhrp83G1fI,235 Coffee,0,0,0,0,0,,,46
ChIJXUTpftPdaC4RUQXv1mulli4,288 Coffee,0,0,0,0,0,,,35
ChIJWYmpDQDdaC4RZkmcCS5O3wI,2NR TOUR TRAVEL,0,0,0,0,0,,,1
ChIJ59H-qkvmaC4RiXpKU6TP6Lo,4eat Cafe,68,100,0,100,0,me_time|family|wfc,quiet_atmosphere,462
ChIJ8Wf-G0LpaC4RiUeRdQ2XNCI,69 Coffee Bar,0,0,0,68,100,group_study|family,,227
ChIJQTi2EmrdaC4R0sc-55M2x0U,Abah Cafe,0,0,0,0,0,,,5
ChIJ7QZE1hnDaC4RdDLHbFTUmCM,ABBASY CAFE,0,0,0,0,0,,,9
ChIJO5Su_o3naC4RaNYsAoMJuKI,ABSOLUTE I-GAME & CAFE,0,0,0,0,0,,,164
ChIJrw4_TDnDaC4Rm3UsVbwe8Fc,Adinda Coffee,0,0,0,0,0,,,67
ChIJLZF1Ha3daC4RIA_3peUfZi4,Advena Coffee,0,0,0,0,68,group_study,,153
ChIJBdpy0sbpaC4RfFHDx7Lm07w,after morning id,0,0,0,0,0,,,1
ChIJxfmBifHDaC4RE95BLViKOKI,Agate,100,90,68,100,68,wfc|family|me_time|date|group_study,wifi|parking,807
ChIJR8jP0KvdaC4R_tVe36nIGGk,Alarose Cafe,0,0,0,0,0,,,3
ChIJKTxw0uTnaC4R5h3CeJ5S5E8,Amateur Coffee,0,68,68,0,68,me_time|date|group_study,,414
ChIJu7T4EuPDaC4RqhoIiADMtiU,Amaze Coffee,0,0,0,0,68,group_study,,69
ChIJY6NKs-PDaC4RPVSfq3y_Oy4,Amigos Cafe,0,0,0,0,0,,,7
ChIJ8xBFGUzmaC4RFGJU4b_-DjA,And's Zeroun Cafe And Resto,0,0,0,0,0,,,2
ChIJU37I5sPDaC4RE9l72XEcUvU,Apo coffee,68,68,100,68,100,date|group_study|wfc|me_time|family,outdoor_area,559
ChIJc9HADonpaC4R-iEwDKCTdGU,Aprilia Cafe And Resto,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|quiet_atmosphere,959
ChIJ6zyEALPnaC4RcUFSbcF2Jcw,AQUAIR_CoffeeRium,0,0,100,68,68,date|family|group_study,kid_friendly,315
ChIJP-vDdi_naC4R_lCgSy8nJCM,ARENA BOLA GAMES CAFE,0,90,0,0,90,me_time|group_study,,692
ChIJayzA1arDaC4RJ7VRiRLNiFY,Arensha Coffee Shop,0,0,0,0,0,,,3
ChIJbZoVLgDdaC4Rg9IrkECehNI,Arizta Cafe & Wash,68,90,68,100,0,family|me_time|wfc|date,mushola|parking|quiet_atmosphere,253
ChIJw395CDndaC4R0NsKNbxr2J0,Arkan Cafe,0,0,0,0,0,,,4
ChIJtaencgDdaC4RRmF_mw6WEzo,Aster cafe,0,0,0,0,0,,,10
ChIJ2x6eo5rpaC4R65BI-lked9Y,Astrajingga Coffee Culture,68,0,0,68,90,group_study|wfc|family,parking,114
ChIJqVwt8eLDaC4Rj1FzF0JJ5vw,Awall Coffee,0,68,0,0,0,me_time,quiet_atmosphere,126
ChIJRfNQLejpaC4RPGFFro3V2kw,ayakan kopi roaster,0,0,0,0,0,,,1
ChIJeVYgbwvDaC4R3qjj23SZBgA,Ayang Coffee,100,100,100,68,100,wfc|me_time|date|group_study|family,wifi|power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1216
ChIJaxlvfSznaC4RG8umwdXdJt0,B'Creative Coffee & Merchant,0,0,0,68,68,family|group_study,,211
ChIJSROk7XvnaC4RJIXPKDO6kAQ,Balantik Coffee Shop & Roastery,0,0,0,0,0,,,20
ChIJ0yUN11DdaC4RJq3Y0-e5ndE,Bale-M Cafe,0,100,100,100,100,me_time|date|family|group_study,mushola|parking|quiet_atmosphere,593
ChIJGQR8slfdaC4R9HHUJR2XtpA,Bali Cafe Design,0,0,0,0,0,,,1
ChIJ2YBm_HrdaC4RYnsjS0kghVI,Balingbing cafe,0,0,0,0,0,,,5
ChIJD526N8vnaC4RrNigrw1uSfY,Bayang cafe,90,90,0,0,0,wfc|me_time,quiet_atmosphere,45
ChIJUTIiRyPpaC4RW6Q_CyVa0Ik,Bayco Coffee,0,0,0,0,0,,,148
ChIJ9w4TLIvnaC4Rpo1ND0sCtkk,Beda Cerita Coffee,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1953
ChIJ53ACn_DdaC4R1VcLOKkLPXE,Benjan Cafe,0,0,0,0,0,,,1
ChIJpUlup9rpaC4RsU6GxKSlzEI,Betang Coffee,0,0,0,0,0,,,28
ChIJWVWxMLbnaC4RRHG9Z4q-xeY,Betang Coffee @WiFi Corner,100,68,68,100,68,wfc|family|me_time|date|group_study,wifi|power_outlet|parking,467
ChIJGd7p0mfdaC4RuZSmrxGdUUg,Bingkai Coffee,90,100,90,0,100,me_time|group_study|wfc|date,wifi|mushola|quiet_atmosphere,447
ChIJWdO_BADDaC4RtXcJZ_gmr48,Biwru Cafe,0,0,0,0,0,,,1
ChIJB4vJt9nCaC4R1Dyh98REIVM,Black Hole Cafe,0,68,0,0,0,me_time,,26
ChIJ4R0C7rvnaC4RK7Nemqw_Hpk,Black Insomnia Coffee,90,90,0,68,0,wfc|me_time|family,,200
ChIJFbqs5cvnaC4R7BZq6XSKt0I,Bober Cafe,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|mushola|parking|quiet_atmosphere|large_tables|outdoor_area,1556
ChIJbw7POB3daC4R2-0aYL3lfyE,Bonceng Family Cafe,0,100,68,0,90,me_time|group_study|date,parking|quiet_atmosphere,286
ChIJBw6E11znaC4RF2k6Sc4aBbU,Box Coffice Antapani,100,90,90,90,100,wfc|group_study|me_time|date|family,wifi|mushola|parking|outdoor_area,696
ChIJz6HYomjnaC4RsTp3cVsp9xc,Breakthrough Cafe & Coffee,0,0,0,0,0,,,14
ChIJzwadZJ_naC4RJE7fDwwSrzU,Briiz Chocolate Cafe Saparua,0,100,0,0,0,me_time,parking,604
ChIJ73IfRb7paC4RfgPOz_xiA_E,BROTHER'S CORNER COFFEE,100,100,0,100,100,wfc|me_time|family|group_study,wifi|parking|quiet_atmosphere,421
ChIJuzRf35TpaC4RbJgKcQe8m1U,Buff Cafe Indonesia,0,0,0,0,68,group_study,,120
ChIJjeJPSknmaC4R5p13sBjrSGs,Buih Kopi,100,100,90,90,100,wfc|me_time|group_study|date|family,wifi|power_outlet|quiet_atmosphere,1239
ChIJmbfwsuHDaC4RDO5dVrNLLlE,Bungsu Coffee,90,0,90,0,68,wfc|date|group_study,,264
ChIJW91XADrDaC4R4RUrb-3re-A,Byard Coffee,0,90,0,0,0,me_time,,43
ChIJl1qeiTPdaC4R9gKXTItLZPk,C&T coffe shop,0,0,0,0,0,,,52
ChIJTfODHADDaC4Rsp3TvokyzLY,cafe,0,0,0,0,0,,,1
ChIJ_ztCRMfdaC4Rfsz9hK7zXBk,Cafe,0,0,0,0,0,,,1
ChIJrU2C4A3daC4Rh-N082jlNLQ,Cafe & Resto 19,0,0,0,0,0,,,75
ChIJWeEcMQDdaC4RBXuB-GAelDA,Cafe 379,68,90,68,0,0,me_time|wfc|date,,28
ChIJMTT9GXLpaC4RU8shYi7M5Ps,Cafe 90's,0,0,0,0,0,,,4
ChIJdwTEKK_naC4RXA9K3RgqM54,Cafe Abah,0,0,0,0,0,,,26
ChIJ_02nunDnaC4R0plC5_AqlHg,Cafe Abang Sinulaki,0,0,68,0,0,date,,45
ChIJp1taBQDdaC4R55_6JZe9bIw,Cafe abdee,0,100,100,68,100,me_time|date|group_study|family,,300
ChIJ9-ob3D3daC4RlfSR_Sr7adQ,Cafe abex,0,0,0,0,0,,,17
ChIJKR2rzzTDaC4RYMbgjy0CHjQ,Cafe Alfatih,0,0,0,0,0,,,5
ChIJ6xTyALbdaC4R3QwR_bc9kP8,Cafe Arabika Bukit Palasari,68,100,100,0,90,me_time|date|group_study|wfc,parking|quiet_atmosphere,706
ChIJxRLHMJjnaC4RNJVF3EEH_5g,Cafe Asri,0,0,0,0,0,,,11
ChIJYX2SXlDmaC4R_fHmNyH2rTk,Cafe Babeh,0,0,0,68,0,family,,114
ChIJYwpEri_oaC4ReFYaRZnl1nk,Cafe Bagja,0,0,0,0,0,,,4
ChIJB0zriYLdaC4RsvT6CivH5zI,Cafe Bahagia,0,68,68,0,0,me_time|date,,32
ChIJ85TPl-3daC4RL17HK31FqJs,CAFE BENGKEL 41,68,68,68,0,68,wfc|me_time|date|group_study,,190
ChIJSZh0o4HdaC4RcUThNCAmK1M,Cafe Berkah,0,0,0,0,0,,,74
ChIJj570meLDaC4R34Gq5kBaFHs,Cafe Bintang Kehidupan,0,90,68,90,0,me_time|family|date,parking|quiet_atmosphere|outdoor_area,189
ChIJu2n3XX_daC4RcxvOJP4k9JE,Cafe Buruan Sunda,0,0,0,0,0,,,1
ChIJIWft1BznaC4R-1UWVdpRm3Y,Cafe C99 coffee & food,0,0,0,0,0,,,10
ChIJj3XZIOznaC4R524ZG5-mkrw,cafe cinta by justice band,0,0,0,0,0,,,24
ChIJq3B97UjnaC4R_wQQUVpSkRU,Cafe Cisangkuy,100,68,68,90,68,wfc|family|me_time|date|group_study,wifi|power_outlet|outdoor_area,288
ChIJRUp67LvdaC4Rj2PNZn8gY6A,Cafe D'Manggo,0,0,68,0,0,date,,37
ChIJ7yBFs2jCaC4RlDo3VJ-vUlc,cafe damman,0,0,0,0,0,,,15
ChIJFSRj4GfnaC4RnGMDg4gBQKk,Cafe de Musee,100,68,90,0,0,wfc|date|me_time,wifi,626
ChIJCyCg-x7daC4RGEDyQ1isJzY,Cafe Diva,0,0,0,0,90,group_study,,18
ChIJYcX3p47CaC4RQgAZA9lP2XM,Cafe Dua Sejoli Bandung,0,0,0,0,68,group_study,,236
ChIJt2effmLnaC4RrlFXxqBkOF8,CAFE GOUTTE,0,0,0,0,0,,,6
ChIJBWECcNvDaC4RUViPjodqBeI,Cafe Green White,68,100,100,68,100,me_time|date|group_study|wfc|family,quiet_atmosphere,237
ChIJbyx92abnaC4RzmVX-aBNLsk,Cafe HM10,0,100,68,100,90,me_time|family|group_study|date,quiet_atmosphere|outdoor_area,193
ChIJPUPQo97naC4RKdxA7o82a0c,Cafe Ibu,0,68,68,0,0,me_time|date,quiet_atmosphere,113
ChIJoVIO7ErdaC4RZfB-2JqLOvs,Cafe Jabaraya Coffe,0,0,0,0,0,,,47
ChIJAyQXWgDDaC4R0xE1-xEqBW4,Cafe Jadul,0,0,0,0,0,,,1
ChIJb7jAREfDaC4RhNARPJqAfYk,Cafe kadarieu,0,0,0,0,0,,,6
ChIJ2dWMLm_daC4RwQMF8O2Rhhw,Cafe Kanicmate Bandung,0,100,0,0,0,me_time,mushola|quiet_atmosphere|outdoor_area,244
ChIJhwtzXgDnaC4Rxi6YAOd4Gsw,Cafe kebun Bilqis,0,0,0,0,0,,,1
ChIJqcJaJQDDaC4RspLyPwYQffs,Cafe Kreesna,0,0,0,0,0,,,10
ChIJCTjp2RbdaC4RE7jJxhgXW7U,Cafe Lima,0,0,0,0,100,group_study,mushola,71
ChIJy_vbdQDdaC4RaZ8lY-qPbU0,Cafe madam,0,0,0,0,0,,,4
ChIJB6SMM0ndaC4R38zJ7LDq7kM,Cafe Makkah,0,0,0,0,0,,,14
ChIJT-ZlbADdaC4R49-bwiqZhVg,CAFE MAMIH,0,0,0,0,0,,,1
ChIJeQmIpB3oaC4Rq9KhIJAZHTU,Cafe Metro,0,0,68,0,0,date,outdoor_area,88
ChIJH0ALdpXnaC4R7gM7T4r-3xQ,cafe minus,0,0,0,0,0,,,16
ChIJI-1R-ynDaC4Ri90IFXyhIqg,cafe munjul 2,0,0,90,0,0,date,,321
ChIJO_mT9vHdaC4RdoIZsX2z074,Cafe Omahe Abuela,0,0,0,0,68,group_study,,30
ChIJZULuVqLdaC4R3NpBiWhDGuM,Cafe Orange Cigiringsing,68,68,100,0,90,date|group_study|wfc|me_time,parking|quiet_atmosphere,586
ChIJnSrIWwXdaC4ROSTGtoKy19A,Cafe Palalangon,68,100,100,100,100,me_time|date|family|group_study|wfc,wifi|mushola|quiet_atmosphere,513
ChIJ3WgIN7vmaC4Rf03X2dM-ogA,Cafe Paskal,0,0,0,0,0,,,29
ChIJpTQSqmXmaC4RP3wDzW0hTec,Cafe Pasteur,0,0,0,0,0,,parking,133
ChIJYSmr96PdaC4R_XTfe-oCn_0,Cafe Ridwan wms,0,0,0,0,0,,,2
ChIJLe0aD7XnaC4Rr7pS8NqGZYk,Cafe Riung Panyileukan,0,100,100,100,100,me_time|date|family|group_study,mushola|parking|quiet_atmosphere|outdoor_area,1003
ChIJORIVQADnaC4RsLHPhticgTE,Cafe S'Kawan,0,0,0,0,0,,,13
ChIJr5p-Tb7maC4R9IdnHDL6VtU,Cafe Sederhana,0,0,0,68,90,group_study|family,,269
ChIJFR4g7YfdaC4R-NpxN8dzkX4,Cafe Senja,100,0,100,100,100,wfc|date|family|group_study,wifi|parking,1549
ChIJjayOEDvdaC4RMVkFh2Jxx70,Cafe Serdadu,100,100,100,100,68,wfc|me_time|date|family|group_study,mushola|parking|quiet_atmosphere,835
ChIJnc21cAndaC4R7lHjiy1hWjs,Cafe Shof,0,0,0,0,0,,,3
ChIJycpZ5STdaC4R3FnH_qXX0iM,CAFE SI KEMBAR,0,0,0,0,0,,,11
ChIJu7PehDzDaC4RNK1iC6QLim0,Cafe Sumur 68 (Kedai Susu Murni),0,0,0,0,0,,parking,164
ChIJFV4gFwDnaC4R16uxgHbiHVg,Cafe Tambar Malem Pasirlayung,0,0,0,0,0,,,41
ChIJwa-IOJLnaC4ROPOAR9azQUs,Cafe Tansu ( ketan susu ),0,0,0,0,0,,,2
ChIJ4zwXRbPpaC4RDkJqgY1iPOg,Cafe Teras Mami,0,0,0,0,0,,,1
ChIJaZ27FfHCaC4RvluFQGa0-HU,Cafe Teuvo,100,100,100,100,100,wfc|me_time|date|family|group_study,wifi|power_outlet|quiet_atmosphere,898
ChIJbebPby_paC4R2AtB9ARk9Mc,Cafe Triple C,0,68,0,0,0,me_time,,58
ChIJO8wIWYLCaC4RZ1KNNGUJkng,CAFE URANG,0,0,0,0,0,,,1
ChIJx8LdAH7naC4RB-xx8hllYjo,Cafe Wanda Urban,0,0,68,0,0,date,,37
ChIJJV_nrxbdaC4RKgOFq2LRPgw,CALIXTO COFFEE,0,0,0,0,0,,,5
ChIJ8xJD0h_paC4RlvjC_CgUsyY,Calling (Cafe Keliling),0,0,0,0,0,,,1
ChIJ0ULjiy_maC4R8237_Ya3I90,Canary Bakery And Cafe,0,68,68,100,68,family|me_time|date|group_study,parking,2230
ChIJ330GLY7daC4RqTMNxwIKs-c,Canna Lily Cafe,68,100,100,100,0,me_time|date|family|wfc,power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1101
ChIJjbWmfTvnaC4RAx_-p4xoj6w,Carra cafe,68,68,68,0,68,wfc|me_time|date|group_study,,69
ChIJZzmixE3maC4RVDlP6WgPhOo,Cartoonet Cyber Cafe,0,0,0,0,0,,,2
ChIJC0vUedXnaC4RHLXU3dmL2d4,CAWS (Cafe Asri With Warmindo and Working Space),0,100,100,100,68,me_time|date|family|group_study,quiet_atmosphere,343
ChIJ--iRRyvDaC4RRnUJ-f81lAM,Cempaka Cafe,0,0,0,0,0,,parking,86
ChIJLxVWuDHmaC4RYEXSimq14E0,Checkpoint Auto Salon Cafe,0,0,0,0,0,,,772
ChIJN_jysmrmaC4RlbDkf1bg2jE,Chiba Cafe,0,100,100,100,68,me_time|date|family|group_study,parking|outdoor_area,1744
ChIJjVWVX0_maC4RC6SB3UoNWrA,Chingu Cafe,100,90,90,90,100,wfc|group_study|me_time|date|family,power_outlet|mushola|parking|quiet_atmosphere|outdoor_area,1812
ChIJw_R6OtLnaC4RRnPGky3Tv78,Chinguya Nolja Korean Food Cafe,0,0,0,0,100,group_study,parking,993
ChIJL3sGZJLdaC4RE8zZ-iayR9U,Chokollis Cafe Bandung Uber,0,0,0,0,0,,,9
ChIJhVVlzkfdaC4RL-oJaeZWSL4,Cikopi Mang Eko,0,68,90,0,0,date|me_time,quiet_atmosphere,996
ChIJd8dS4LTnaC4RstEfVvm3iZI,Citarum Coffee Shop,0,0,68,0,68,date|group_study,,65
ChIJ31MTVADdaC4R0AM16JfO8ww,Clove cafe and venue,0,0,68,90,68,family|date|group_study,parking,224
ChIJi06esFHDaC4RV3-6RFb4z-Y,Co-Working Space - Kecamatan Rancasari,0,0,0,0,0,,,2
ChIJNdZZFwDDaC4RTx_Vghy4v74,Coffe Shop Mimimoe,0,0,0,0,0,,,1
ChIJhavgtl7paC4RmF4PDe5GNMI,Coffee Bandoeng,0,0,0,0,0,,,32
ChIJtWWCHefDaC4ROJY-aF1LZTA,coffee by mise,90,100,90,0,90,me_time|wfc|date|group_study,quiet_atmosphere|outdoor_area,560
ChIJ2eJLAgDDaC4R9EONRUkHS2U,COFFEE HOUSE,0,0,0,0,0,,,35
ChIJ5-pcrsrdaC4RVh5vyCG4UZc,Coffee Jow,90,0,0,68,0,wfc|family,parking,99
ChIJHaS_bt7naC4Rrlw2FWza3dA,COFFEE KAULA,0,90,0,0,0,me_time,outdoor_area,630
ChIJQfpLTz3paC4RdpGKGR5dfhY,Coffee Kubal,0,0,0,0,0,,,144
ChIJ9SoAh5XdaC4R5Rau13orqdU,Coffee Love Story,0,0,0,0,0,,,11
ChIJi8KCeorDaC4RYY2crU9vXIc,Coffee manusia,0,0,0,0,0,,,3
ChIJqU2t21nCaC4RAa3J18dQ8ag,Coffee Shop,0,0,0,0,0,,,9
ChIJDUaXtFzdaC4R7Olk4_QvaVw,COFFEE SHOP CAKRABUANA,0,68,0,0,0,me_time,quiet_atmosphere,35
ChIJNWnypU_daC4ROgbjUFN6WhA,Coffee Shop Lasumi Alus,0,68,90,68,0,date|me_time|family,parking|quiet_atmosphere,66
ChIJgZTiMQHDaC4REoU7KBMY2uo,Coffee Shop Osmosis,0,0,0,0,0,,,137
ChIJy-SoT1_naC4RmjuJZd4tBwc,Coffee Street Antapani,0,0,0,0,0,,,37
ChIJL_a00dfCaC4Rf-ZI9TRIqeU,Coffee Sufi,90,68,68,0,100,group_study|wfc|me_time|date,power_outlet,742
ChIJi3xa2PDnaC4RcouhoTAtDSY,Coffee Tiga,68,0,0,0,0,wfc,,14
ChIJR-W07s_naC4RGRvmlI0NoAo,Coffee Tugo - Cibadak,0,0,0,0,0,,,5
ChIJudtq1XvnaC4R4RpzHlq0ObQ,Colada,100,68,100,68,100,wfc|date|group_study|me_time|family,quiet_atmosphere|outdoor_area,857
ChIJv-PTT5bpaC4RFZyORt-yO-I,Color Box Bandung,0,0,0,0,0,,,2
ChIJ2w9M7hbDaC4REwOS9BHQNpo,Come in coffee,68,100,90,90,90,me_time|date|family|group_study|wfc,wifi|parking|quiet_atmosphere,399
ChIJBzaayiznaC4RqkwSuN802hw,Come On Cafe,0,0,0,90,68,family|group_study,,258
ChIJ86Pb0xjnaC4ReIPBz-t1HAQ,Congo Gallery & Cafe,0,100,100,100,90,me_time|date|family|group_study,parking|quiet_atmosphere|kid_friendly|outdoor_area,1056
ChIJnYMyewDDaC4R8Br9SIw9OyI,Consultan bisnis f&b (Cafe/Coffeeshop/Restaurant),0,0,0,0,0,,,1
ChIJR6Q9ztTnaC4R2fUEBQ_BGqM,Contou Coffee,68,100,90,68,68,me_time|date|wfc|family|group_study,power_outlet|mushola|quiet_atmosphere|outdoor_area,771
ChIJN0ZMyorpaC4RqWUAkJB3zbA,Coworking K-10,0,0,0,0,0,,,2
ChIJK2yXt_vpaC4RWvSuFALNtI0,Coworking space,68,0,0,0,90,group_study|wfc,,143
ChIJxbg2qEXDaC4R240CD9H6ZSo,COZY COFFEE SHOP,0,0,0,0,0,,,49
ChIJDx3YM0HmaC4RGDKlPUto5Rc,CRÉMELIN,100,100,100,90,100,wfc|me_time|date|group_study|family,wifi|parking|quiet_atmosphere,4196
ChIJT_4EkjznaC4RlKHxsRwt2ZY,D Nay Coffee & Kitchen,0,100,100,0,0,me_time|date,mushola|quiet_atmosphere,269
ChIJvyUpzRTpaC4RJRRsxqEi5HQ,D.O.R Coffee & Eatery,68,0,0,0,0,wfc,,76
ChIJYY5HmendaC4RrVnvSdfl0dE,D'cafe Tanjakan Panjang,0,0,90,0,0,date,,41
ChIJTc3jYBroaC4RLjm3Ic8IJ4A,D'DoQDoQ Cafe,0,0,0,0,0,,,2
ChIJrbrWzf3daC4RhFOMEUrpJe0,D'Edge Coffee,90,100,100,68,0,me_time|date|wfc|family,wifi|parking|quiet_atmosphere|outdoor_area,924
ChIJw6cdvgHnaC4RYz_rGIu7GhU,D'Jiman Cafe,100,68,0,68,0,wfc|me_time|family,wifi,177
ChIJ-S7haS3DaC4RFs1FIUu_Igo,D21 Coffee Shop,0,0,0,0,0,,,10
ChIJb0d7tiPnaC4RaEhXk50H9IE,Dago Heuvel Restaurant Resort & Cafe,100,100,100,100,0,wfc|me_time|date|family,wifi|parking|quiet_atmosphere|outdoor_area,2343
ChIJ13W6JCLnaC4RgKcAjh7zPlA,dago hills coffee,0,68,0,0,0,me_time,,56
ChIJVbDLR_bDaC4RGJQ77q_05iQ,Daily Booster Coffee,0,0,0,90,0,family,,115
ChIJtanIdT_DaC4Rv8VTv2vR3n0,Daily Café,0,0,0,68,0,family,,113
ChIJwe_TKXXdaC4Ro1O12Qqc6Ro,Daily Cafe Arcamanik,0,68,0,68,0,me_time|family,quiet_atmosphere,341
ChIJNQovSynnaC4RMW0zMuie3Fc,Dandelion coffee,0,0,0,0,0,,,122
ChIJl9MGr2LCaC4RyMSqDLowYPw,Daniel's Coffe Cafe,0,0,0,0,0,,,1
ChIJGW01k17naC4R4cxG84g__S0,Dapur Caringin Tilu,68,100,100,100,90,me_time|date|family|group_study|wfc,mushola|parking|quiet_atmosphere|outdoor_area,1549
ChIJ15FR16_naC4RlwZQZaehT5w,Dawayatra Online Cafe,0,0,0,0,0,,,45
ChIJY5iEECzoaC4RfFf0HviVUxk,de lekker cafe / Kampoeng Tulip,0,0,0,0,0,,,1
ChIJL7xLQgDDaC4RximaWJDUcYs,De’Gio Coffee,0,90,0,0,100,group_study|me_time,,127
ChIJ0SDZtHbnaC4REDavJ75qa6Q,"DE5 Coffee, Jl. Setra Dago Raya No. 4 Antapani Bandung",0,68,0,68,90,group_study|me_time|family,quiet_atmosphere,120
ChIJF7LMwKHpaC4RXvnjEBwWQKE,deka coffee n' roastery,0,0,0,0,0,,,79
ChIJj2qa_SfDaC4Rb5lTSbajcWw,Den's Cafe,0,100,0,100,68,me_time|family|group_study,parking,247
ChIJYUHkW1LdaC4RePD6z8LoJ7M,DIANTARA KOPI,0,100,100,0,68,me_time|date|group_study,quiet_atmosphere,738
ChIJeQOnSPnmaC4Ra4SGZ-V4gfc,Didago Cafe,100,100,100,100,0,wfc|me_time|date|family,parking|quiet_atmosphere,971
ChIJBQIJuYTpaC4RrtfL3VysNVk,dillco group,0,68,68,0,90,group_study|me_time|date,,130
ChIJb7uVzp3naC4R2j4wpRzxw6U,Distributor Kopi SH Juwara Cafe - Ustadz Sobri Bandung,0,0,0,0,0,,,37
ChIJa_EMWDroaC4RbW2xXvaZeHM,"DKRIUK, CHIZZ IN, MATCHA BOY & Kang Coffee Margacinta",0,0,0,0,0,,,98
ChIJd212itrdaC4Rg2HVmNljYYU,Dodo Cafe Family,0,0,0,0,0,,,2
ChIJjcqszR7paC4RwU43lPlvUoY,Dos Amigos Coffee Works Roastery & Supplies,0,0,0,0,0,,,1
ChIJVYWCBJfnaC4R63OMouo0bNU,Dots Board Game Cafe,0,100,90,100,100,me_time|family|group_study|date,parking|quiet_atmosphere,1885
ChIJozjVlWLnaC4R59cIEqm8S5c,"Double Strain , Coffee & Mocktail Bar",68,100,100,68,0,me_time|date|wfc|family,parking|quiet_atmosphere|outdoor_area,792
ChIJvWsbdA7naC4RmNB3-Xmclp8,dr.ells coffee Antapani,100,100,90,90,68,wfc|me_time|date|family|group_study,wifi|power_outlet|parking|quiet_atmosphere|outdoor_area,1727
ChIJ8c9WF97daC4R3ynEdHYbaao,Dr.Ist Workshop & Cafe,0,0,0,0,0,,,54
ChIJ32xuwk3paC4RxsSvwElPTCE,DSK Cafe,68,100,100,100,100,me_time|date|family|group_study|wfc,parking|quiet_atmosphere,585
ChIJaS74Ku7DaC4RS5r8rMEL5c0,Eastbound Space,100,0,0,0,0,wfc,wifi,72
ChIJERemEgXdaC4R6AYPmc2K_NM,Eating Sugar Cafe,0,0,0,0,0,,,51
ChIJr9HC0Q7naC4RGb5jTLDVEL0,Eighty Nine Coffee Shop,0,0,0,0,0,,,17
ChIJC8XndFvdaC4Rwn-wgYIIcF8,El Clasico Coffee,0,0,68,0,0,date,,100
ChIJe37zbFLDaC4R7vrzrmoxAoo,Emhaen Coffee & Roastery,0,0,0,0,0,,,38
ChIJ9-tjm4PnaC4R8WrQS_Wsurk,"England Glory - Guest House , Meeting Room, Cafe",0,0,68,90,0,family|date,,72
ChIJX5XF_8fdaC4RLglH9NzufTw,eRBe Coffee and Roastery,0,0,0,0,0,,,26
ChIJy1pbtOjnaC4RdYNmquXXoW8,Essay Coffee,68,68,0,68,68,wfc|me_time|family|group_study,power_outlet,177
ChIJHRSd3efnaC4Rvp73FbwHsGY,Esscoute Cafe,0,0,0,0,0,,,1
ChIJH1-Ra03daC4RghWGUKyFY3Y,EX RUFUS GAMING CAFE ( CABANG UJUNGBERUNG ),68,68,90,0,68,date|wfc|me_time|group_study,,1689
ChIJIS5P1UHpaC4RWA_09YJ_clo,Familly coffe shop,0,0,0,0,0,,,1
ChIJ-1pBOeznaC4RFdzShh6vAX8,Family Love Café,0,68,0,0,0,me_time,quiet_atmosphere,5
ChIJyyfRJbvDaC4RwE2jNtcGTEY,Famous Cafe (Blackramen Famous & Pizza),100,100,100,100,100,wfc|me_time|date|family|group_study,quiet_atmosphere|outdoor_area,1469
ChIJjSrZZi3paC4RzBz1-x-6TtQ,Filia Coffee,68,100,0,0,68,me_time|wfc|group_study,quiet_atmosphere,223
ChIJZxn_QrnnaC4Rm2dPET0j1Ag,Five Nine cafe (Cafe 59),68,0,0,90,0,family|wfc,wifi|parking,9
ChIJ-1W4X4vnaC4RjaasQblvdM0,Flash Coffee - Braga Citywalk,90,100,90,0,90,me_time|wfc|date|group_study,quiet_atmosphere,906
ChIJcavYhJnpaC4R7QyfKrxsaNM,Flash Coffee - Metro Indah Mall,100,100,100,0,90,wfc|me_time|date|group_study,wifi|quiet_atmosphere,1116
ChIJWRQtWHLpaC4RmMk-AL6VXZ8,Flood Coffee Roastery,0,0,0,0,0,,,191
ChIJgQINi37daC4RXGL4GLmV1t8,Florist Garden Coffee,0,100,68,100,0,me_time|family|date,quiet_atmosphere,170
ChIJA6GdXjHnaC4RxA4DyHTwn8o,Floww Coffee,0,0,0,0,0,,,185
